,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
9770,DEU,Online TA,0,0,No Deposit,0,Contract,B,1,2,0
81045,PRT,Groups,0,0,No Deposit,122,Transient,A,0,0,0
2941,PRT,Offline TA/TO,0,1,No Deposit,0,Contract,D,0,0,1
39,PRT,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
10629,AUS,Online TA,0,0,No Deposit,0,Transient,H,0,2,1
7457,PRT,Offline TA/TO,0,0,Non Refund,17,Transient,A,0,0,1
18753,POL,Online TA,0,2,No Deposit,0,Transient,A,0,4,0
90,PRT,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
28466,PRT,Direct,0,4,No Deposit,0,Transient,A,1,3,0
53097,SWE,Complementary,0,0,No Deposit,35,Transient-Party,A,0,0,0
43183,ESP,Offline TA/TO,0,0,No Deposit,9,Transient-Party,A,0,0,0
425,BRA,Online TA,0,0,No Deposit,0,Transient,E,0,3,1
41941,FRA,Groups,0,0,No Deposit,61,Transient,A,0,1,0
2903,DEU,Online TA,0,1,No Deposit,0,Transient,A,0,4,0
1577,PRT,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
57304,ESP,Online TA,0,1,No Deposit,0,Transient,C,1,3,0
75909,IRL,Online TA,0,10,No Deposit,0,Transient,D,0,1,1
74827,PRT,Direct,0,0,No Deposit,0,Group,F,1,2,0
38399,PRT,Online TA,11,0,No Deposit,0,Transient,A,1,1,0
6062,PRT,Online TA,11,0,No Deposit,0,Transient,A,0,0,0
64044,BRA,Online TA,0,1,No Deposit,0,Transient-Party,H,1,0,0
82447,PRT,Corporate,0,3,No Deposit,0,Group,D,0,0,0
680,IRL,Direct,0,0,No Deposit,0,Transient-Party,G,0,2,0
14748,FRA,Groups,0,0,No Deposit,259,Transient-Party,A,0,1,0
4430,PRT,Online TA,0,2,No Deposit,0,Contract,A,0,1,0
6928,PRT,Online TA,0,0,No Deposit,0,Group,F,0,2,0
4573,BRA,Direct,0,0,No Deposit,0,Transient,C,1,2,0
3984,PRT,Offline TA/TO,1,0,No Deposit,0,Transient,D,0,0,1
19399,FRA,Groups,0,1,No Deposit,50,Transient-Party,A,0,0,0
12464,IRL,Direct,0,1,No Deposit,0,Transient-Party,G,0,1,0
55895,PRT,Online TA,0,0,No Deposit,0,Contract,B,1,1,0
12051,LVA,Offline TA/TO,0,2,No Deposit,63,Transient-Party,A,0,0,0
65909,ESP,Direct,0,3,No Deposit,0,Transient,F,1,3,0
24525,PRT,Groups,0,0,Non Refund,14,Transient,A,0,0,1
1196,PRT,Direct,0,3,No Deposit,0,Transient,C,0,1,0
3487,PRT,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,1,0
93,PRT,Offline TA/TO,0,0,Non Refund,77,Transient,A,0,0,1
20,FRA,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
3214,PRT,Groups,0,0,Non Refund,47,Transient,A,0,0,1
4758,GBR,Groups,0,3,No Deposit,0,Transient-Party,D,1,0,0
2022,PRT,Offline TA/TO,1,0,Non Refund,38,Transient,A,0,0,1
25532,CN,Online TA,0,0,No Deposit,0,Transient,C,1,3,0
4486,PRT,Direct,1,1,No Deposit,0,Transient,F,0,0,0
22633,PRT,Direct,0,8,No Deposit,0,Transient,A,0,1,0
6478,,Direct,0,0,No Deposit,0,Transient,F,1,3,0
12812,ISL,Offline TA/TO,0,0,No Deposit,187,Transient-Party,A,0,2,0
1361,PRT,Groups,0,0,No Deposit,38,Transient-Party,A,0,0,1
15143,PRT,Direct,1,0,No Deposit,0,Transient,E,1,4,0
4970,DEU,Offline TA/TO,0,0,No Deposit,223,Transient-Party,A,0,0,0
788,PRT,Direct,0,0,No Deposit,0,Group,A,0,1,0
35109,AUS,Direct,0,3,No Deposit,0,Transient-Party,F,1,0,0
53264,AUT,Online TA,0,13,No Deposit,0,Transient,A,0,1,0
38569,PRT,Corporate,2,0,No Deposit,0,Transient-Party,A,0,1,0
343,AUT,Online TA,0,1,No Deposit,0,Transient-Party,D,0,2,0
1779,PRT,Corporate,0,3,No Deposit,0,Transient,A,1,0,0
1156,PRT,Offline TA/TO,0,0,Non Refund,69,Transient,A,0,0,1
81570,RUS,Groups,0,0,No Deposit,22,Transient-Party,A,0,0,0
1794,PRT,Direct,0,2,No Deposit,0,Transient,F,1,0,0
1376,DEU,Online TA,0,1,No Deposit,0,Transient,B,0,2,0
52066,PRT,Groups,0,0,No Deposit,97,Transient-Party,D,0,1,0
1895,PRT,Corporate,3,1,No Deposit,0,Transient,A,0,2,0
60615,GBR,Direct,0,4,No Deposit,0,Transient,C,0,1,0
12150,ESP,Offline TA/TO,0,1,No Deposit,0,Transient-Party,F,1,1,0
5421,GBR,Direct,0,1,No Deposit,0,Transient-Party,C,0,1,1
1494,FRA,Online TA,0,0,No Deposit,0,Contract,A,1,1,0
12611,DEU,Offline TA/TO,0,1,No Deposit,147,Transient-Party,A,0,0,0
7336,PRT,Direct,0,6,No Deposit,0,Transient-Party,A,0,0,0
81351,JPN,Online TA,0,0,No Deposit,0,Group,F,0,0,0
87,IRL,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
63348,PRT,Direct,0,5,No Deposit,0,Transient,D,1,1,0
12606,PRT,Offline TA/TO,0,0,Non Refund,62,Transient,A,0,0,1
44185,SWE,Direct,0,0,No Deposit,0,Transient,H,1,3,0
24052,ESP,Direct,0,4,No Deposit,0,Transient,D,1,2,0
36792,FIN,Online TA,0,0,No Deposit,0,Transient-Party,H,1,0,0
12353,PRT,Groups,0,0,Non Refund,18,Transient,A,0,0,1
80040,DEU,Online TA,0,3,No Deposit,0,Group,A,0,0,0
6560,PRT,Groups,0,1,No Deposit,122,Transient-Party,A,0,0,0
67650,ESP,Online TA,0,1,No Deposit,0,Transient-Party,E,1,1,0
75434,PRT,Online TA,0,0,No Deposit,0,Transient,E,2,1,0
2365,PRT,Online TA,0,0,No Deposit,0,Transient,F,1,1,0
3515,PRT,Corporate,3,0,No Deposit,0,Transient,A,0,1,0
13763,ITA,Online TA,0,5,No Deposit,0,Transient-Party,F,0,1,0
5888,GBR,Groups,0,3,No Deposit,0,Transient-Party,A,1,0,0
2310,ESP,Online TA,0,2,No Deposit,0,Transient,C,0,0,1
64028,PRT,Direct,3,0,No Deposit,0,Transient,A,0,3,1
46223,GBR,Online TA,0,10,No Deposit,0,Transient,A,0,3,0
26707,PRT,Direct,0,1,No Deposit,0,Transient,E,1,4,0
732,NLD,Online TA,0,2,No Deposit,0,Transient,D,1,0,0
52840,FRA,Offline TA/TO,0,1,No Deposit,108,Transient-Party,A,0,0,0
39477,PRT,Groups,0,0,Non Refund,11,Transient,A,0,0,1
48679,PRT,Direct,0,0,No Deposit,0,Transient,F,1,4,0
51385,PRT,Groups,0,2,No Deposit,49,Transient-Party,A,0,0,0
2814,PRT,Offline TA/TO,0,0,No Deposit,56,Transient-Party,A,0,0,0
23109,AUT,Groups,0,1,Refundable,53,Transient-Party,A,0,0,0
10752,GBR,Online TA,0,1,No Deposit,0,Group,D,0,0,0
3806,FRA,Offline TA/TO,0,1,No Deposit,43,Transient-Party,A,0,2,0
1763,NOR,Online TA,0,5,No Deposit,0,Transient,G,0,0,1
11457,PRT,Corporate,2,1,No Deposit,0,Transient,A,0,0,1
20987,AUS,Corporate,0,3,No Deposit,0,Group,E,0,0,0
1804,PRT,Online TA,0,2,No Deposit,0,Transient,E,0,1,1
3192,PRT,Offline TA/TO,0,0,Non Refund,16,Transient,A,0,0,1
66774,PRT,Groups,0,3,No Deposit,122,Transient-Party,A,0,0,0
53328,DEU,Online TA,0,1,No Deposit,0,Transient-Party,A,0,5,0
16475,ITA,Online TA,0,4,No Deposit,0,Transient,D,0,1,1
17296,PRT,Online TA,0,1,No Deposit,0,Contract,B,0,1,1
979,PRT,Direct,0,0,No Deposit,0,Transient,G,0,1,0
79944,DEU,Groups,0,2,No Deposit,0,Contract,C,0,0,0
43966,ESP,Online TA,0,2,No Deposit,0,Transient,G,1,2,0
31068,DEU,Online TA,0,3,No Deposit,0,Transient,B,0,2,0
52593,GBR,Online TA,0,4,No Deposit,0,Transient-Party,A,0,3,0
2806,PRT,Online TA,0,4,No Deposit,0,Transient-Party,D,0,1,0
10575,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,1,0
41523,PRT,Groups,0,0,Non Refund,22,Transient,A,0,0,1
238,ITA,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
3305,PRT,Groups,0,0,Non Refund,93,Transient,A,0,0,1
57468,PRT,Online TA,0,0,No Deposit,0,Contract,F,1,3,0
13159,PRT,Online TA,0,4,No Deposit,0,Transient,A,1,1,0
44554,EGY,Offline TA/TO,0,7,No Deposit,63,Transient-Party,A,0,0,0
11873,IRL,Online TA,0,5,No Deposit,0,Transient-Party,E,0,0,1
54464,PRT,Online TA,1,1,No Deposit,0,Contract,A,0,3,1
23997,POL,Offline TA/TO,0,2,No Deposit,0,Contract,D,1,0,0
32702,PRT,Offline TA/TO,1,2,No Deposit,0,Group,A,0,2,1
2497,GBR,Groups,0,0,No Deposit,8,Transient-Party,A,0,0,0
28584,PRT,Groups,0,3,No Deposit,59,Transient-Party,A,0,3,0
969,PRT,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
46256,PRT,Corporate,0,2,No Deposit,0,Group,A,1,0,0
8145,GBR,Offline TA/TO,0,1,No Deposit,0,Contract,A,1,0,0
1584,PRT,Groups,0,1,No Deposit,87,Transient-Party,A,0,0,0
20249,DEU,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,1,0
2694,POL,Online TA,0,3,No Deposit,0,Transient,F,0,1,0
75226,PRT,Online TA,0,0,No Deposit,0,Transient,D,1,4,0
73622,IRL,Offline TA/TO,0,2,No Deposit,0,Contract,A,0,3,0
1401,PRT,Offline TA/TO,0,0,No Deposit,48,Transient-Party,A,0,0,1
6021,PRT,Offline TA/TO,0,1,No Deposit,1,Transient,E,1,0,0
79741,PRT,Offline TA/TO,0,2,No Deposit,59,Transient-Party,A,0,0,0
51469,POL,Online TA,0,0,No Deposit,0,Transient-Party,H,0,0,1
82408,PRT,Complementary,1,0,No Deposit,0,Transient,A,1,3,0
30022,PRT,Online TA,1,0,No Deposit,0,Contract,F,0,2,1
24630,PRT,Groups,1,2,Non Refund,0,Transient,A,0,0,1
55071,ESP,Online TA,0,4,No Deposit,0,Transient,B,1,2,0
62788,POL,Corporate,0,7,No Deposit,0,Transient-Party,A,0,1,0
269,PRT,Direct,0,3,No Deposit,0,Transient,D,1,1,0
38501,PRT,Direct,0,1,No Deposit,0,Transient-Party,E,0,4,0
70121,PRT,Offline TA/TO,0,0,No Deposit,98,Transient-Party,A,0,1,0
7711,ITA,Direct,0,0,No Deposit,10,Transient-Party,D,0,0,0
34346,PRT,Direct,0,0,No Deposit,0,Transient,A,2,0,0
28642,PRT,Groups,0,6,No Deposit,0,Transient-Party,E,0,2,0
4827,GBR,Groups,0,0,No Deposit,0,Transient-Party,E,0,3,0
92,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
1630,FRA,Direct,0,1,No Deposit,0,Transient,E,1,0,0
63576,PRT,Groups,0,0,Non Refund,28,Transient,A,0,0,1
68559,DEU,Online TA,0,4,No Deposit,0,Transient,E,0,3,0
17771,PRT,Direct,0,2,No Deposit,0,Transient,B,0,1,0
47725,DEU,Offline TA/TO,0,1,No Deposit,223,Transient-Party,A,0,0,0
3217,BRA,Corporate,0,1,No Deposit,15,Transient-Party,A,0,0,0
24857,ESP,Online TA,0,0,No Deposit,0,Transient-Party,G,1,0,0
7441,GBR,Online TA,0,5,No Deposit,0,Transient,A,0,0,1
82,PRT,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
13032,FRA,Offline TA/TO,0,0,No Deposit,68,Transient-Party,A,0,1,0
37,DEU,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
66841,PRT,Groups,0,1,No Deposit,46,Transient-Party,A,0,0,0
65012,FRA,Groups,0,0,No Deposit,105,Transient-Party,A,0,0,0
79193,PRT,Offline TA/TO,0,2,No Deposit,0,Transient,B,0,4,0
58012,BEL,Online TA,0,2,No Deposit,0,Transient-Party,E,0,3,0
76537,PRT,Offline TA/TO,1,0,No Deposit,0,Group,A,0,1,1
24359,GBR,Online TA,0,0,No Deposit,0,Transient-Party,B,0,2,0
59634,PRT,Online TA,1,1,No Deposit,0,Contract,A,0,0,1
4531,PRT,Groups,1,0,Non Refund,40,Transient,A,0,0,1
3463,PRT,Groups,1,0,Non Refund,45,Transient,A,0,0,1
3141,ARG,Corporate,0,0,No Deposit,15,Transient-Party,A,0,0,0
57003,PRT,Corporate,1,1,No Deposit,0,Transient,A,1,4,0
160,USA,Online TA,0,1,No Deposit,0,Transient-Party,G,1,2,0
10468,PRT,Groups,0,0,No Deposit,174,Transient-Party,A,0,0,1
64,PRT,Groups,0,2,No Deposit,87,Transient-Party,A,0,0,0
57631,PRT,Corporate,1,4,No Deposit,0,Transient,A,0,0,0
55288,FRA,Direct,0,0,No Deposit,0,Transient-Party,D,1,3,0
44208,BEL,Online TA,0,3,No Deposit,0,Transient-Party,F,0,3,1
2477,DEU,Direct,0,0,No Deposit,0,Transient-Party,E,0,1,0
12639,ESP,Offline TA/TO,0,2,No Deposit,0,Group,A,1,1,0
2610,PRT,Offline TA/TO,0,2,No Deposit,0,Transient,C,1,0,0
44436,GBR,Online TA,0,12,No Deposit,0,Transient,A,0,2,0
18871,GBR,Online TA,0,5,No Deposit,0,Transient,A,0,3,0
54542,PRT,Offline TA/TO,2,1,No Deposit,0,Transient-Party,D,0,3,0
4021,PRT,Direct,0,3,No Deposit,0,Transient,C,0,3,0
1933,PRT,Offline TA/TO,1,0,Non Refund,28,Transient,A,0,0,1
5911,PRT,Direct,1,1,No Deposit,0,Transient,E,1,4,0
1,FRA,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
50277,FRA,Offline TA/TO,0,0,No Deposit,69,Transient-Party,A,0,1,0
42656,IRL,Online TA,0,3,No Deposit,0,Transient,H,0,1,0
2681,PRT,Online TA,1,0,No Deposit,0,Contract,A,0,3,1
80057,PRT,Direct,0,0,No Deposit,0,Transient,E,2,3,0
3881,ITA,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
921,AGO,Online TA,0,2,No Deposit,0,Transient,F,0,2,0
11642,DEU,Direct,0,0,No Deposit,107,Transient-Party,E,0,1,0
1555,GBR,Online TA,0,1,No Deposit,0,Contract,A,0,2,0
5190,BRA,Online TA,0,1,No Deposit,0,Transient-Party,E,0,1,0
41500,DEU,Offline TA/TO,0,1,No Deposit,80,Transient-Party,A,0,0,0
68063,PRT,Online TA,0,2,No Deposit,0,Contract,F,0,3,0
835,PRT,Direct,0,1,No Deposit,0,Group,E,0,0,0
1467,ESP,Online TA,0,0,No Deposit,0,Transient,D,2,2,0
28729,ESP,Direct,0,2,No Deposit,0,Transient,F,1,1,0
68589,DEU,Online TA,0,5,No Deposit,0,Transient-Party,A,0,2,1
1258,ISR,Groups,0,0,No Deposit,0,Group,A,0,0,0
5077,AUT,Online TA,0,1,No Deposit,0,Transient,F,0,4,0
101,CHN,Online TA,0,0,No Deposit,0,Transient,G,1,3,0
63,FRA,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
42666,GBR,Online TA,0,0,No Deposit,0,Transient-Party,G,1,3,0
5848,ITA,Offline TA/TO,0,0,No Deposit,44,Transient-Party,A,0,1,0
514,CHE,Online TA,0,1,No Deposit,0,Transient,B,0,3,0
9258,BRA,Direct,0,0,No Deposit,0,Transient-Party,A,0,4,0
0,IRL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
2871,ITA,Offline TA/TO,0,1,No Deposit,77,Transient-Party,A,0,0,0
5647,PRT,Offline TA/TO,0,0,Non Refund,34,Transient,A,0,0,1
896,IRL,Direct,0,1,No Deposit,0,Transient,G,0,0,0
1573,IRL,Online TA,0,0,No Deposit,0,Transient,B,0,3,1
28605,DEU,Corporate,0,6,No Deposit,0,Transient-Party,A,0,1,0
58996,PRT,Online TA,0,3,No Deposit,0,Transient,G,2,0,0
1827,PRT,Corporate,0,0,No Deposit,0,Transient-Party,A,1,0,0
22463,MYS,Online TA,0,2,No Deposit,0,Transient,H,0,2,0
17211,PRT,Complementary,4,0,No Deposit,0,Transient,G,0,1,0
81522,GBR,Online TA,0,3,No Deposit,0,Transient,B,0,0,0
8162,PRT,Offline TA/TO,0,0,No Deposit,3,Transient-Party,A,0,0,1
227,FRA,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
12951,PRT,Offline TA/TO,0,0,Non Refund,30,Transient,A,0,0,1
34320,PRT,Offline TA/TO,1,3,No Deposit,0,Contract,C,0,2,1
2149,FRA,Online TA,0,0,No Deposit,0,Transient-Party,A,1,3,0
78,FRA,Online TA,0,5,No Deposit,0,Transient,D,0,1,0
50299,GBR,Offline TA/TO,0,2,No Deposit,0,Contract,D,0,0,0
564,PRT,Direct,1,0,No Deposit,0,Transient,B,0,0,1
12,PRT,Groups,1,0,Non Refund,0,Transient,A,0,0,1
18479,PRT,Corporate,4,0,No Deposit,0,Transient,A,0,0,0
22331,FRA,Offline TA/TO,0,0,No Deposit,27,Transient-Party,A,0,0,0
2398,PRT,Online TA,1,1,No Deposit,0,Contract,D,0,1,1
1708,NOR,Direct,0,1,No Deposit,0,Transient-Party,A,1,2,0
71407,GBR,Groups,0,1,No Deposit,6,Transient-Party,D,0,0,0
1053,PRT,Complementary,0,0,No Deposit,0,Transient,G,1,2,0
66208,PRT,Offline TA/TO,2,1,No Deposit,0,Group,A,0,0,0
26004,PRT,Groups,0,3,No Deposit,87,Transient-Party,A,0,1,0
1295,ESP,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,1
56755,PRT,Offline TA/TO,0,0,Non Refund,33,Transient,A,0,0,1
11348,PRT,Online TA,0,8,No Deposit,0,Transient-Party,D,1,4,0
36063,ESP,Online TA,11,1,No Deposit,0,Transient,D,0,2,0
5022,FRA,Online TA,0,0,No Deposit,0,Transient,F,0,3,0
18622,PRT,Groups,1,0,Non Refund,21,Transient,A,0,0,1
12883,HRV,Groups,0,0,No Deposit,13,Transient-Party,A,0,0,0
35267,PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,1,1
3045,PRT,Corporate,6,0,No Deposit,0,Transient,A,0,2,0
13831,PRT,Offline TA/TO,0,0,Non Refund,80,Transient,A,0,0,1
279,PRT,Online TA,0,0,No Deposit,0,Transient,A,1,3,0
63044,PRT,Corporate,1,0,No Deposit,0,Transient,D,1,1,0
46296,PRT,Online TA,0,3,No Deposit,0,Transient,A,2,3,0
67294,GBR,Direct,0,0,No Deposit,0,Transient-Party,G,2,0,0
14834,PRT,Online TA,0,2,No Deposit,0,Transient,F,1,2,0
29386,USA,Groups,0,0,No Deposit,96,Transient-Party,A,0,0,0
76910,PRT,Offline TA/TO,0,0,Non Refund,53,Transient,A,0,0,1
205,PRT,Groups,1,0,Non Refund,0,Transient-Party,A,0,0,1
29844,GBR,Groups,0,2,No Deposit,125,Group,E,0,0,0
4140,PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,1,1,0
12230,ESP,Online TA,0,0,No Deposit,0,Contract,B,1,0,0
4037,PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,0,1
19696,PRT,Groups,0,0,Non Refund,5,Transient,A,0,0,1
5658,PRT,Corporate,1,0,No Deposit,0,Transient,E,0,0,0
18434,PRT,Offline TA/TO,0,0,Non Refund,8,Transient,A,0,0,1
31703,PRT,Groups,0,0,Non Refund,38,Transient,A,0,0,1
33949,PRT,Direct,0,3,No Deposit,0,Transient-Party,A,1,2,0
43385,PRT,Corporate,3,0,No Deposit,0,Transient,E,0,0,1
1329,PRT,Groups,0,0,No Deposit,113,Transient-Party,E,0,1,0
3067,TUR,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
335,ITA,Direct,0,1,No Deposit,0,Transient,E,1,2,0
6971,PRT,Online TA,0,7,No Deposit,0,Contract,A,0,2,0
16868,PRT,Groups,0,0,Non Refund,10,Transient,A,0,0,1
11091,ESP,Online TA,0,2,No Deposit,0,Transient,H,1,0,0
67686,PRT,Complementary,3,0,No Deposit,0,Transient,F,0,1,0
80030,PRT,Online TA,11,1,No Deposit,0,Transient,A,1,0,0
28694,USA,Direct,0,3,No Deposit,0,Transient,G,1,0,0
25421,PRT,Direct,0,5,No Deposit,0,Transient,D,1,0,0
39611,PRT,Corporate,0,1,No Deposit,0,Group,G,0,0,1
5981,PRT,Online TA,1,1,No Deposit,0,Transient,A,0,1,1
45703,GBR,Corporate,0,2,No Deposit,0,Group,A,0,1,0
57575,PRT,Offline TA/TO,0,0,Non Refund,12,Transient,A,0,0,1
8602,PRT,Online TA,0,2,No Deposit,0,Transient,G,0,0,0
14142,NLD,Online TA,0,0,No Deposit,0,Contract,B,0,0,0
64710,PRT,Groups,0,2,No Deposit,121,Transient-Party,A,0,1,0
590,PRT,Corporate,2,0,No Deposit,0,Transient,A,1,2,0
3764,PRT,Direct,0,0,No Deposit,0,Transient,L,0,0,0
19014,CHE,Direct,0,4,No Deposit,0,Transient,G,1,1,0
81367,PRT,Online TA,2,1,No Deposit,0,Transient,A,0,4,1
65949,PRT,Online TA,0,0,No Deposit,0,Transient-Party,C,0,3,1
5892,PRT,Offline TA/TO,1,0,No Deposit,0,Transient,C,0,0,1
17819,PRT,Groups,0,1,No Deposit,2,Transient-Party,A,0,0,0
12463,PRT,Online TA,0,1,No Deposit,0,Transient-Party,H,0,2,0
60133,PRT,Online TA,1,0,No Deposit,0,Transient-Party,B,0,0,1
63408,DEU,Online TA,0,1,No Deposit,0,Transient-Party,B,1,0,0
41335,PRT,Online TA,0,0,No Deposit,0,Transient,A,1,4,0
55869,ESP,Offline TA/TO,0,7,No Deposit,0,Transient,D,0,0,0
35420,ITA,Offline TA/TO,0,1,No Deposit,65,Transient-Party,A,0,0,0
14411,AUT,Offline TA/TO,0,0,No Deposit,99,Transient-Party,A,0,0,0
24290,GBR,Online TA,0,4,No Deposit,0,Transient-Party,G,0,0,0
33363,ESP,Online TA,0,1,No Deposit,0,Transient,B,0,4,0
10786,AUT,Online TA,0,1,No Deposit,0,Transient-Party,G,0,2,0
26942,DEU,Offline TA/TO,0,0,No Deposit,224,Transient-Party,A,0,0,0
83134,PRT,Direct,1,1,No Deposit,0,Transient,F,0,2,0
81378,DEU,Direct,0,1,No Deposit,93,Transient-Party,D,1,0,0
52395,PRT,Direct,0,0,No Deposit,0,Group,F,1,1,0
825,PRT,Groups,1,0,Non Refund,17,Transient,A,0,0,1
41452,DEU,Groups,0,1,No Deposit,11,Transient-Party,A,0,0,0
21719,FRA,Groups,0,0,No Deposit,25,Transient-Party,A,0,0,0
444,PRT,Online TA,0,1,No Deposit,0,Transient-Party,A,1,0,0
6345,PRT,Offline TA/TO,0,1,No Deposit,4,Transient-Party,A,0,0,0
822,PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,H,0,0,0
32110,ROU,Online TA,0,3,No Deposit,0,Transient,E,0,3,0
18709,PRT,Direct,0,0,No Deposit,0,Group,A,1,1,0
23,PRT,Offline TA/TO,0,0,Non Refund,39,Transient,A,0,0,1
29189,PRT,Direct,0,3,No Deposit,0,Transient,F,0,2,0
15294,PRT,Corporate,2,1,No Deposit,0,Transient,A,1,0,0
3232,ISR,Direct,0,0,No Deposit,0,Transient-Party,B,1,0,0
58768,PRT,Corporate,2,1,No Deposit,0,Transient,A,1,2,0
54419,FRA,Groups,0,1,No Deposit,61,Transient-Party,A,0,0,0
41806,ESP,Online TA,0,0,No Deposit,0,Transient,G,0,4,0
2306,BRA,Direct,1,1,No Deposit,0,Transient-Party,B,0,1,1
54489,PRT,Offline TA/TO,0,1,No Deposit,0,Contract,C,0,0,1
39665,PRT,Corporate,1,0,No Deposit,0,Transient-Party,A,1,1,0
6007,GBR,Online TA,0,1,No Deposit,0,Transient,H,0,1,0
336,IRL,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
17,BEL,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
9497,PRT,Corporate,1,1,No Deposit,0,Transient,A,1,1,0
781,POL,Online TA,0,0,No Deposit,0,Transient,G,0,3,0
48141,ESP,Online TA,1,6,No Deposit,0,Transient,A,0,2,1
6466,PRT,Offline TA/TO,0,0,No Deposit,63,Transient-Party,A,0,0,1
4278,GBR,Online TA,0,2,No Deposit,0,Transient,E,0,3,1
18172,PRT,Direct,0,3,No Deposit,0,Transient,D,1,2,0
6648,PRT,Online TA,0,2,No Deposit,0,Transient,G,0,1,1
68080,GBR,Corporate,0,6,No Deposit,8,Transient-Party,A,0,0,0
42994,GBR,Corporate,0,0,No Deposit,1,Transient-Party,A,0,0,0
63188,PRT,Direct,2,0,No Deposit,0,Transient-Party,B,0,1,1
74973,PRT,Direct,0,2,No Deposit,0,Transient,D,1,3,0
165,DEU,Groups,0,0,No Deposit,0,Transient-Party,D,0,0,0
25242,PRT,Offline TA/TO,1,2,No Deposit,0,Transient-Party,A,0,0,1
2381,PRT,Online TA,0,1,No Deposit,0,Transient,G,0,2,1
469,PRT,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
27893,PRT,Corporate,4,0,No Deposit,0,Transient,A,1,0,0
53443,PRT,Online TA,0,2,No Deposit,0,Transient,H,1,3,0
1720,PRT,Offline TA/TO,0,0,Non Refund,160,Transient,A,0,0,1
15,LUX,Direct,0,0,No Deposit,0,Transient,D,1,0,0
16423,RUS,Direct,0,0,No Deposit,0,Group,A,0,4,0
24872,NLD,Direct,0,2,No Deposit,5,Transient-Party,A,0,0,0
17169,FRA,Online TA,0,1,No Deposit,0,Transient,G,1,2,0
47165,PRT,Online TA,1,0,No Deposit,0,Transient,C,0,1,1
12105,PRT,Groups,0,3,No Deposit,0,Transient-Party,E,0,1,0
21979,AUT,Direct,0,1,No Deposit,122,Transient-Party,E,8,0,0
1406,PRT,Direct,0,1,No Deposit,0,Transient,A,1,3,0
2011,GBR,Offline TA/TO,0,2,No Deposit,0,Contract,A,0,0,0
71233,FRA,Groups,0,1,No Deposit,14,Transient-Party,A,0,0,0
14792,PRT,Direct,0,2,No Deposit,0,Transient,C,1,1,0
38635,PRT,Groups,0,2,No Deposit,0,Transient,B,0,2,1
29366,PRT,Direct,1,1,No Deposit,0,Transient,E,1,1,0
23518,FRA,Online TA,0,2,No Deposit,0,Transient,D,0,4,0
31351,ITA,Direct,0,1,No Deposit,0,Transient,G,0,4,0
31818,IRL,Online TA,0,8,No Deposit,0,Transient,D,0,1,1
54793,PRT,Groups,0,1,Non Refund,71,Transient,A,0,0,1
46020,PRT,Corporate,3,1,No Deposit,0,Transient,A,0,0,0
3762,PRT,Complementary,1,1,No Deposit,0,Transient,A,0,2,0
41132,SWE,Groups,0,0,No Deposit,14,Transient-Party,G,0,1,0
25111,PRT,Online TA,1,1,No Deposit,0,Transient-Party,G,0,1,1
20618,PRT,Online TA,1,1,No Deposit,0,Contract,F,0,1,1
3831,FRA,Online TA,0,0,No Deposit,0,Transient-Party,G,0,0,0
57533,PRT,Direct,0,0,No Deposit,0,Group,G,1,1,0
9093,ESP,Online TA,0,2,No Deposit,0,Transient-Party,B,0,0,0
26251,PRT,Direct,0,1,No Deposit,0,Transient-Party,B,1,1,0
3,NLD,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
1111,AUT,Groups,0,3,No Deposit,0,Transient-Party,E,0,0,0
31671,PRT,Corporate,5,0,No Deposit,0,Transient,A,0,2,0
15501,GBR,Groups,0,4,No Deposit,0,Transient-Party,A,2,0,0
